WellsFile
WellName,API,Operator,OperatorNo,FieldName,Ground_Elev,Kelly_Elev,Floor_Elev,FootageNS,NS,FootageEW,EW,UTM_Surf_N,UTM_Surf_E,Latitude,Longitude,QuarterQuarter,Sec,Township,TownshipDir,Range,RangeDir,PM,CountyName,Dir_Horiz,Dir_Vert,Dir_Direct,Confidential,ConfRelDate,LeaseNumber,LeaseType,SurfaceOwner,AbandonDate,wellstatus,welltype,TotCum_Oil,TotCum_Gas,TotCum_Water,Ind_Tribe,Multi_Lats,OriginalFieldType,UnitName
Ute 2-30C6,43013319450000,Co±st±l Oil & G±s Corp,100451,CEDAR RIM,6521.0,,,1695,S,1314,E,4448728.0,533949.0,40.188253,-110.601186,NWSE,30,3.0,S,6.0,W,U,DUCHESNE,N,N,N,No,,14-20-H62-4703,INDIAN,FEE,,LA,OW,0.0,0.0,0.0,,0,DEVELOPMENT,
Ehrich 3-11B5,43013310800000,Co±st±l Oil & G±s Corp,100451,ALTAMONT                 ,6866.0,,,1654,S,1754,W,4463309.0,549210.0,40.318856,-110.420797,NESW,11,2.0,S,5.0,W,U,DUCHESNE,N,Y,N,No,,FEE,FEE,FEE,1985-08-29 00:00:00.000,PA,OW,133591.0,308572.0,378214.0,,0,DEVELOPMENT,
Ute 1-23B6,43013314460000,Co±st±l Oil & G±s Corp,100451,ALTAMONT                 ,7348.0,,,1894,S,735,W,4460042.0,539347.0,40.289946,-110.537082,NWSW,23,2.0,S,6.0,W,U,DUCHESNE,N,N,N,No,,14-20-H62-4614,INDIAN,INDIAN,,LA,GW,0.0,0.0,0.0,,0,DEVELOPMENT,
Federal 31-29,43013313120000,Cochr±ne Resources Inc,100462,EIGHT MILE FLAT,6021.0,,,757,N,2016,E,4419334.0,583077.0,39.920033,-110.027883,NWNE,29,10.0,S,17.0,E,S,DUCHESNE,N,Y,N,No,,U-65632,FEDERAL,FEDERAL,2021-04-25 00:00:00.000,PA,OW,1309.0,1150.0,0.0,,0,DEVELOPMENT,
638-1 Duchesne ,43013102260000,Continent±l Oil Comp±ny,100508,UNDESIGNATED,5855.0,,,810,S,1880,E,4442132.27,549850.81,40.128037,-110.414899,SWSE,14,4.0,S,5.0,W,U,DUCHESNE,N,Y,N,No,,I-109-IND-638,INDIAN,STATE,1962-04-29 00:00:00.000,PA,OW,30.0,0.0,0.0,,0,EXTENSION,
Ute Tribal 8-29,43013313530000,Coors Energy,100515,ANTELOPE CREEK,6554.0,,,2640,N,760,E,4429979.0,564841.0,40.017527,-110.240189,SENE,29,5.0,S,3.0,W,U,DUCHESNE,N,N,N,No,,14-20-H62-3518,INDIAN,INDIAN,,LA,OW,0.0,0.0,0.0,,0,DEVELOPMENT,
LC Tribal 6-36D-45,43013530800000,Crescent Point Energy US Corp,100537,UNDESIGNATED,6341.0,,,1610,N,2547,W,4438211.0,551232.0,40.092627,-110.398999,SENW,36,4.0,S,5.0,W,U,DUCHESNE,N,N,Y,No,,2OG0005500,INDIAN,STATE,,LA,OW,,,,,0,EXTENSION,
LC Tribal 7-20D-45,43013529470000,Crescent Point Energy US Corp,100537,ALTAMONT                 ,6429.0,,,1916,N,2058,E,4441262.0,544984.0,40.120471,-110.472079,SWNE,20,4.0,S,5.0,W,U,DUCHESNE,N,N,Y,No,,2OG0005500,INDIAN,INDIAN,,LA,OW,,,,UTE,0,DEVELOPMENT,
Ute Tribal 31-15,43013529280000,Crescent Point Energy US Corp,100537,ANTELOPE CREEK,6861.0,,,1006,S,1487,E,4427877.0,563045.0,39.998726,-110.261437,SWSE,31,5.0,S,3.0,W,U,DUCHESNE,N,N,Y,No,,1420H623520,INDIAN,INDIAN,,LA,OW,,,,UTE,0,DEVELOPMENT,ANTELOPE CREEK
Rachel Jensen 2-16C5,43013309120000,Devon Energy Prod Co LP,100598,ALTAMONT                 ,,5757.0,,989,N,2007,W,4452825.0,546139.0,40.224581,-110.457696,NENW,16,3.0,S,5.0,W,U,DUCHESNE,N,Y,N,No,,FEE,FEE,FEE,2004-09-25 00:00:00.000,PA,OW,225123.0,1720222.0,1215712.0,,0,DEVELOPMENT,
Ute Tribal F-1 (1-13C6),43013301030000,"El P±so E&P Comp±ny, LP",100677,ALTAMONT                 ,,5919.0,,1303,N,1227,E,4452658.0,542010.0,40.223294,-110.506236,NENE,13,3.0,S,6.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-4877,INDIAN,FEE,2007-05-20 00:00:00.000,PA,OW,409237.0,670771.0,674588.0,UTE,0,DEVELOPMENT,
Ute Tribal 2-9C6,43013310960000,"El P±so E&P Comp±ny, LP",100677,CEDAR RIM,,6301.0,,948,S,933,W,4453330.0,536208.0,40.229619,-110.57439,SWSW,9,3.0,S,6.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-4879,INDIAN,FEE,2006-12-21 00:00:00.000,PA,OW,20712.0,50645.0,55211.0,UTE,0,DEVELOPMENT,
Ute Fee 2-33B6,43013314450000,"El P±so E&P Comp±ny, LP",100677,ALTAMONT                 ,7352.0,,,1796,N,2541,E,4457300.0,536740.0,40.265362,-110.56791,SWNE,33,2.0,S,6.0,W,U,DUCHESNE,N,N,Y,No,,14-20-H62-2490,INDIAN,INDIAN,2008-09-17 00:00:00.000,PA,OW,34954.0,30703.0,66889.0,,0,DEVELOPMENT,
Bley 2X-25C7,43013316360000,"El P±so E&P Comp±ny, LP",100677,CEDAR RIM,6624.0,,,1506,S,1551,W,4448659.0,531658.0,40.187721,-110.628102,NESW,25,3.0,S,7.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-4707,INDIAN,FEE,2009-02-25 00:00:00.000,PA,D,0.0,0.0,0.0,,0,DEVELOPMENT,
Gate Cyn 4-23,43013330140000,"EOG Resources, Inc",100749,WILDCAT                  ,5938.0,,,1416,N,1630,W,4411043.0,577402.0,39.845878,-110.095263,SENW,23,11.0,S,16.0,E,S,DUCHESNE,N,N,N,No,,UTU 74396,FEDERAL,FEDERAL,,RET,GW,,,,,0,WILDCAT,GATE CANYON
Rhoades 3-13C5,43013532800000,"EP Energy E&P Comp±ny, LP",100752,ALTAMONT                 ,5694.0,,,1554,N,1099,W,4452687.0,550681.0,40.223075,-110.404324,SWNW,13,3.0,S,5.0,W,U,DUCHESNE,N,Y,N,No,,Fee,FEE,FEE,,RET,OW,,,,,0,DEVELOPMENT,
Cahal 4-15C4HZ,43013529040000,"EP Energy E&P Comp±ny, LP",100752,ALTAMONT                 ,5974.0,,,1800,N,1075,W,4452734.0,557171.0,40.223081,-110.328045,SWNW,15,3.0,S,4.0,W,U,DUCHESNE,Y,N,N,No,,Fee,FEE,FEE,,RET,OW,,,,,0,DEVELOPMENT,
Whiting 4-1A2,43013504240000,"EP Energy E&P Comp±ny, LP",100752,BLUEBELL,6067.0,,,660,N,1000,E,4476051.0,580362.0,40.431219,-110.052569,NENE,1,1.0,S,2.0,W,U,DUCHESNE,N,Y,N,No,,Fee,FEE,FEE,,LA,OW,,,,,0,DEVELOPMENT,
Federal 24-4Y,43013314120000,Equit±ble Resources Energy,100756,MONUMENT BUTTE,5714.0,,,710,S,2031,W,4434176.0,574486.0,40.05454,-110.126697,SESW,4,9.0,S,16.0,E,S,DUCHESNE,N,N,N,No,,U-64379,FEDERAL,FEDERAL,,LA,OW,0.0,0.0,0.0,,0,DEVELOPMENT,
E Yump 1,43013301670000,Flying J Inc,100836,BLUEBELL,6072.0,,,1969,S,2156,W,4476861.0,581302.0,40.438424,-110.041385,NESW,31,1.0,N,1.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-2060,INDIAN,INDIAN,1973-04-28 00:00:00.000,PA,OW,1186260.0,811031.0,201757.0,,0,DEVELOPMENT,
Bastian 4-8A1,43013312950000,Flying J Oil & G±s Inc,100837,BLUEBELL,5770.0,,,1907,S,2424,E,4473589.0,583172.0,40.408765,-110.019767,SWSE,8,1.0,S,1.0,W,U,DUCHESNE,N,N,N,No,,FEE,FEE,INDIAN,,LA,GW,0.0,0.0,0.0,,0,DEVELOPMENT,
Wilkin Ridge Fed 14-17-10-17,43013330880000,G±sco Production Comp±ny,100885,EIGHT MILE FLAT,6044.0,,,659,S,656,W,4421367.0,582249.0,39.938428,-110.037314,SWSW,17,10.0,S,17.0,E,S,DUCHESNE,N,N,N,No,,UTU-75082,FEDERAL,FEDERAL,,LA,GW,,,,,0,DEVELOPMENT,WILKIN RIDGE DEEP
Ute Tribal 1-22-D3,43013307090000,Gulf Oil Corpor±tion,100979,SOUTH MYTON BENCH,5648.0,,,749,S,776,W,4440844.0,566824.0,40.115253,-110.215832,SWSW,22,4.0,S,3.0,W,U,DUCHESNE,N,N,N,No,,14-20-H62-3489,INDIAN,FEE,,LA,OW,0.0,0.0,0.0,,0,DEVELOPMENT,
1-31C5,43013305010000,"Homel±nd G±s & Oil, Inc",101062,ALTAMONT                 ,5814.0,,,3247,S,2610,W,4447637.0,543199.0,40.177998,-110.492599,SENW,31,3.0,S,5.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-4890,INDIAN,STATE,2016-09-20 00:00:00.000,PA,OW,63578.0,337355.0,154144.0,,0,DEVELOPMENT,
Ute Tribal 1-26B,43013301680000,"Homel±nd G±s & Oil, Inc",101062,BLUEBELL,6179.0,,,1841,N,2124,E,4478892.0,578359.0,40.457001,-110.07583,SWNE,26,1.0,N,2.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-4952,INDIAN,INDIAN,,S,OW,154762.0,111175.0,52768.0,,0,DEVELOPMENT,
Sand Wash 10-31-8-17,43013323200000,Inl±nd Production Comp±ny,101100,MONUMENT BUTTE,5328.0,,,1990,S,1991,E,4436246.0,581272.0,40.072561,-110.046886,NWSE,31,8.0,S,17.0,E,S,DUCHESNE,N,N,N,No,,UTU-74869,FEDERAL,FEDERAL,,LA,OW,,,,,0,DEVELOPMENT,
Moon 3-30C4,43013529900000,"J±velin Energy P±rtners M±n±gement, LLC",105266,ALTAMONT                 ,5789.0,,,2377,S,700,E,4449094.0,553413.0,40.190536,-110.372514,NESE,30,3.0,S,4.0,W,U,DUCHESNE,N,Y,N,No,2015-11-30 00:00:00.000,Fee,FEE,FEE,,P,OW,165134.0,672845.0,381844.0,,0,DEVELOPMENT,
Powell 2-19A1 K,43013311490000,"J±velin Energy P±rtners M±n±gement, LLC",105266,BLUEBELL,4436.0,,,1045,S,1722,W,4470096.0,581283.0,40.377487,-110.042473,SESW,19,1.0,S,1.0,W,U,DUCHESNE,N,Y,N,No,,FEE,FEE,FEE,,P,OW,592231.0,1251686.0,1161351.0,,0,DEVELOPMENT,
Chasel Miller 2-1A2,43013303600000,"J±velin Energy P±rtners M±n±gement, LLC",105266,BLUEBELL,6060.0,,,2022,N,2034,W,4475630.0,579744.0,40.427486,-110.059907,SENW,1,1.0,S,2.0,W,U,DUCHESNE,N,Y,N,No,,FEE,FEE,FEE,,P,OW,1076157.0,1738861.0,2252915.0,,0,DEVELOPMENT,
Homelite 4-7-8-C4-5H,43013542920000,"J±velin Energy P±rtners M±n±gement, LLC",105266,UNDESIGNATED,,,,597,N,561,E,4454473.0,551779.0,40.239098,-110.391273,NENE,12,3.0,S,5.0,W,U,DUCHESNE,Y,N,N,Yes,,1420H626475,INDIAN,FEE,,NEW,OW,,,,UTE,0,EXTENSION,
Alta 8-1-2-C5-3H,43013540350000,"J±velin Energy P±rtners M±n±gement, LLC",105266,ALTAMONT                 ,,,,1954,N,375,E,4455794.0,551829.0,40.250996,-110.390579,SENE,1,3.0,S,5.0,W,U,DUCHESNE,Y,N,N,Yes,,Multiple Leases,Multiple Leases,FEE,,APD,OW,,,,UTE,0,DEVELOPMENT,
Alta 8-1-2-C5-2H,43013540360000,"J±velin Energy P±rtners M±n±gement, LLC",105266,ALTAMONT                 ,,,,1954,N,355,E,4455794.0,551835.0,40.250996,-110.390511,SENE,1,3.0,S,5.0,W,U,DUCHESNE,Y,N,N,No,,Multiple Leases,Multiple Leases,FEE,,APD,OW,,,,UTE,0,DEVELOPMENT,
Moon 1-36-35-C5-1H,43013540420000,"J±velin Energy P±rtners M±n±gement, LLC",105266,ALTAMONT                 ,,,,1382,N,1268,W,4447943.0,552377.0,40.180232,-110.384778,SWNW,31,3.0,S,4.0,W,U,DUCHESNE,Y,N,N,Yes,,Fee,FEE,FEE,,APD,OW,,,,,0,DEVELOPMENT,
Betts 27/28-34/33-C4-1H,43013539450000,"J±velin Energy P±rtners M±n±gement, LLC",105266,ALTAMONT                 ,5411.0,5443.0,,1677,N,301,W,4448021.0,558594.0,40.180523,-110.311752,SWNW,35,3.0,S,4.0,W,U,DUCHESNE,Y,N,N,Yes,2023-02-12 00:00:00.000,Fee,FEE,FEE,,P,OW,210543.0,202779.0,180660.0,,0,DEVELOPMENT,
Sink Draw 3-A,43013305460000,Koch Explor±tion Co,101219,CEDAR RIM,6488.0,,,660,S,1484,E,4451587.0,532315.0,40.214075,-110.620237,SWSE,13,3.0,S,7.0,W,U,DUCHESNE,N,N,N,No,,14-20-462-1133,INDIAN,FEE,,LA,OW,0.0,0.0,0.0,,0,DEVELOPMENT,
BC Ute Tribal 12-1,43013308630000,Lom±x Explor±tion Comp±ny,101294,BRUNDAGE CANYON          ,6086.0,,,2022,S,626,W,4436198.0,560395.0,40.073884,-110.291704,NWSW,1,5.0,S,4.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3403,INDIAN,FEE,1984-12-13 00:00:00.000,PA,,0.0,0.0,0.0,,0,DEVELOPMENT,
Wells Draw St 4-2,43013309970000,Lom±x Explor±tion Comp±ny,101294,MONUMENT BUTTE,5992.0,,,984,N,678,W,4435208.0,567799.0,40.064402,-110.204983,NWNW,2,9.0,S,15.0,E,S,DUCHESNE,N,Y,N,No,,ML-21837,STATE,STATE,1987-03-05 00:00:00.000,PA,,0.0,0.0,0.0,,0,EXTENSION,
Coyote Ute Tribal 10-12,43013310590000,Lom±x Explor±tion Comp±ny,101294,DUCHESNE,6005.0,,,1980,S,2140,E,4444118.0,551365.0,40.145835,-110.396969,NWSE,12,4.0,S,5.0,W,U,DUCHESNE,N,N,N,No,,14-20-H62-3341,INDIAN,INDIAN,,LA,OW,0.0,0.0,0.0,,0,WILDCAT,
WR 9G-5-10-17,43013504170000,"Middle Fork Energy Uint±, LLC",104506,EIGHT MILE FLAT,5604.0,,,1947,S,163,E,4424993.0,583553.0,39.970966,-110.021588,NESE,5,10.0,S,17.0,E,S,DUCHESNE,Y,N,N,No,2013-10-20 00:00:00.000,UTU75081,FEDERAL,FEDERAL,,S,OW,56821.0,60525.0,24450.0,,0,DEVELOPMENT,SCYLLA (GR)
Thorne UT 4-21 3-2-16-7H,43013534630000,"Ovintiv USA, Inc.",105162,NORTH MYTON BENCH        ,5153.0,5178.0,,224,S,1084,E,4451885.0,574905.0,40.214035,-110.119729,NWNW,21,3.0,S,2.0,W,U,DUCHESNE,Y,N,N,No,2019-04-21 00:00:00.000,14-20-H62-6269,INDIAN,FEE,,P,OW,182257.0,258855.0,129631.0,UTE,0,DEVELOPMENT,
GMBU K-19-9-17,43013530620000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5440.0,,,1852,S,665,W,4429784.0,582150.0,40.014263,-110.03741,NWSW,20,9.0,S,17.0,E,S,DUCHESNE,N,N,Y,No,,UTU-77369,FEDERAL,FEDERAL,,LA,OW,,,,,0,DEVELOPMENT,Greater Monument Butte
GMBU F-19-9-17,43013529560000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5537.0,,,562,N,622,E,4430625.0,580167.0,40.02203,-110.060539,NENE,24,9.0,S,16.0,E,S,DUCHESNE,N,N,Y,No,,UTU-15855,FEDERAL,FEDERAL,,LA,OW,,,,,0,DEVELOPMENT,Greater Monument Butte
GMBU B-28-9-17,43013530460000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5312.0,,,614,S,1877,E,4429448.0,584599.0,40.010994,-110.008761,SWSE,21,9.0,S,17.0,E,S,DUCHESNE,N,N,Y,No,,UTU-13905,FEDERAL,FEDERAL,,LA,OW,,,,,0,DEVELOPMENT,Greater Monument Butte
GMBU N-25-9-15,43013525740000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,6302.0,,,2080,N,557,W,4428457.0,569311.0,40.00346,-110.187976,SWNW,25,9.0,S,15.0,E,S,DUCHESNE,N,N,Y,No,,UTU-66185,FEDERAL,FEDERAL,,P,OW,25605.0,20863.0,18838.0,,0,DEVELOPMENT,Greater Monument Butte
GMBU M-13-9-15,43013523640000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,6160.0,,,1784,S,2061,W,4431249.0,569741.0,40.028577,-110.182639,NESW,13,9.0,S,15.0,E,S,DUCHESNE,N,N,Y,No,,UTU-66184,FEDERAL,FEDERAL,,P,OW,35636.0,8609.0,133055.0,,0,DEVELOPMENT,Greater Monument Butte
Aubrey 1A-15-22-3-2WH,43013522700000,"Ovintiv USA, Inc.",105162,NORTH MYTON BENCH        ,5419.0,,,250,N,201,W,4453556.0,577799.0,40.228824,-110.085521,NWNW,14,3.0,S,2.0,W,U,DUCHESNE,Y,N,N,No,2015-08-26 00:00:00.000,14-20-H62-6269,INDIAN,FEE,,P,OW,308178.0,306293.0,132448.0,,0,DEVELOPMENT,
GMBU C-27-9-15,43013522760000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,6606.0,,,801,N,1673,W,4428819.0,566552.0,40.006943,-110.220261,NENW,27,9.0,S,15.0,E,S,DUCHESNE,N,N,N,No,,UTU-66185,FEDERAL,FEDERAL,,LA,OW,,,,,0,DEVELOPMENT,Greater Monument Butte
GMBU Q-27-9-15,43013525230000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,6592.0,,,1791,S,609,W,4427995.0,566184.0,39.99955,-110.224655,NWSW,27,9.0,S,15.0,E,S,DUCHESNE,N,N,N,No,,UTU-74827,FEDERAL,FEDERAL,,LA,OW,,,,,0,DEVELOPMENT,Greater Monument Butte
Tomlin 7-1 2-2-36-25-16H,43013538250000,"Ovintiv USA, Inc.",105162,NORTH MYTON BENCH        ,,,,1463,N,1602,E,4456440.0,580434.0,40.254555,-110.054192,SWNE,1,3.0,S,2.0,W,U,DUCHESNE,Y,N,N,Yes,,Multiple Leases,Multiple Leases,FEE,,APD,OW,,,,,0,DEVELOPMENT,
Virginia 14-12 3-2-12-1-16H,43013538310000,"Ovintiv USA, Inc.",105162,NORTH MYTON BENCH        ,,,,202,S,1544,W,4453716.0,579819.0,40.230076,-110.06176,SESW,12,3.0,S,2.0,W,U,DUCHESNE,Y,N,N,Yes,,Fee,FEE,FEE,,APD,OW,,,,,0,EXTENSION,Fausett 4-13-3-2
Wyasket UT 13-12 3-1-12-1-47H,43013536160000,"Ovintiv USA, Inc.",105162,UNDESIGNATED,,,,322,S,977,W,4453890.0,589293.0,40.230687,-109.95039,SWSW,12,3.0,S,1.0,W,U,DUCHESNE,Y,N,N,No,,1420H625868,INDIAN,INDIAN,,RET,OW,,,,UTE,0,EXTENSION,
Wyasket UT 13-12 3-1-11-2-41H,43013536170000,"Ovintiv USA, Inc.",105162,NORTH MYTON BENCH        ,,,,322,S,952,W,4453890.0,589286.0,40.230688,-109.950472,SWSW,12,3.0,S,1.0,W,U,DUCHESNE,Y,N,N,No,,1420H626488,INDIAN,INDIAN,,RET,OW,,,,UTE,0,DEVELOPMENT,
Greater Mon Butte A-1-9-16,43013502800000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5331.0,,,1100,N,979,W,4435297.0,580604.0,40.064076,-110.054837,NWNW,6,9.0,S,17.0,E,S,DUCHESNE,N,N,Y,No,,UTU-020252A,FEDERAL,FEDERAL,,P,OW,78832.0,91425.0,68305.0,,0,DEVELOPMENT,Greater Monument Butte
Ute Tribal 2-22-4-3W,43013506700000,"Ovintiv USA, Inc.",105162,SOUTH MYTON BENCH,5501.0,,,573,N,2125,E,4442041.0,567563.0,40.125978,-110.207036,NWNE,22,4.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-6380,INDIAN,FEE,,LA,OW,,,,,0,WILDCAT,
GMBU P-32-8-17,43013506560000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5245.0,,,500,S,675,W,4435803.0,582091.0,40.068491,-110.037339,SWSW,32,8.0,S,17.0,E,S,DUCHESNE,N,N,Y,No,,ML-22060,STATE,STATE,,P,OW,54498.0,49652.0,10247.0,,0,DEVELOPMENT,Greater Monument Butte
Killian 14-3-3-1W,43013509450000,"Ovintiv USA, Inc.",105162,NORTH MYTON BENCH        ,5087.0,,,414,S,2441,W,4455484.0,586502.0,40.245339,-109.982978,SESW,3,3.0,S,1.0,W,U,DUCHESNE,N,Y,N,No,2013-06-16 00:00:00.000,Fee,FEE,FEE,,P,OW,48527.0,33978.0,70753.0,,0,EXTENSION,
GMBU 1A-36-8-16H,43013509580000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5336.0,,,957,N,256,E,4436951.0,580214.0,40.079013,-110.059205,NENE,36,8.0,S,16.0,E,S,DUCHESNE,Y,N,N,No,,ML-22061,STATE,STATE,,LA,OW,,,,,0,DEVELOPMENT,Greater Monument Butte
GMBU I-4-9-17,43013510370000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5119.0,,,2097,N,619,E,4435051.0,584913.0,40.061437,-110.004349,SENE,4,9.0,S,17.0,E,S,DUCHESNE,N,N,Y,No,,UTU-75038,FEDERAL,FEDERAL,,P,OW,46541.0,33657.0,4971.0,,0,DEVELOPMENT,Greater Monument Butte
GMBU F-32-8-17,43013508310000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5251.0,,,682,N,640,E,4437052.0,581666.0,40.079784,-110.042164,NENE,31,8.0,S,17.0,E,S,DUCHESNE,N,N,Y,No,,UTU-74869,FEDERAL,FEDERAL,,P,OW,41757.0,47547.0,227267.0,,0,DEVELOPMENT,Greater Monument Butte
GMBU Q-2-9-15,43013509110000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,6029.0,,,2001,S,2053,W,4434518.0,568090.0,40.058162,-110.201644,NESW,2,9.0,S,15.0,E,S,DUCHESNE,N,N,Y,No,,ML-43538,STATE,STATE,2021-12-04 00:00:00.000,PA,OW,13825.0,6872.0,108109.0,,0,DEVELOPMENT,Greater Monument Butte
Gilbert 9-34-2-4W,43013516300000,"Ovintiv USA, Inc.",105162,ALTAMONT                 ,5934.0,,,1671,S,1139,E,4456983.0,558080.0,40.261297,-110.316977,NESE,34,2.0,S,4.0,W,U,DUCHESNE,N,Y,N,No,,Patented,FEE,FEE,,LA,OW,,,,,0,DEVELOPMENT,
GMBU Q-3-9-17,43013514690000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5159.0,,,1946,S,796,W,4434680.0,585343.0,40.058051,-109.999357,NWSW,3,9.0,S,17.0,E,S,DUCHESNE,N,N,Y,No,,UTU-44004,FEDERAL,FEDERAL,,P,OW,27431.0,33123.0,11280.0,,0,DEVELOPMENT,Greater Monument Butte
Clayburn 4-35-3-3WH,43013511910000,"Ovintiv USA, Inc.",105162,NORTH MYTON BENCH        ,5297.0,,,725,N,171,W,4448459.0,568159.0,40.183747,-110.199363,NWNW,35,3.0,S,3.0,W,U,DUCHESNE,Y,N,N,No,2014-09-12 00:00:00.000,Patented,FEE,FEE,,P,OW,116678.0,227942.0,63437.0,,0,WILDCAT,
GMBU V-10-9-17,43013512660000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5162.0,,,492,N,656,E,4432337.0,586534.0,40.036823,-109.985707,NENE,15,9.0,S,17.0,E,S,DUCHESNE,N,N,Y,No,,UTU-075174,FEDERAL,FEDERAL,,P,OW,51592.0,21290.0,106279.0,,0,DEVELOPMENT,Greater Monument Butte
GMBU E-16-9-17,43013512490000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5321.0,,,589,S,616,E,4432631.0,583338.0,40.039794,-110.023125,SESE,8,9.0,S,17.0,E,S,DUCHESNE,N,N,Y,No,,UTU-74398,FEDERAL,FEDERAL,,P,OW,30181.0,25119.0,12892.0,,0,DEVELOPMENT,Greater Monument Butte
GMBU X-17-9-17,43013513340000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5408.0,,,551,N,1869,W,4430668.0,582505.0,40.022192,-110.033138,NENW,20,9.0,S,17.0,E,S,DUCHESNE,N,N,Y,No,,UTU-77369,FEDERAL,FEDERAL,,P,OW,36733.0,24035.0,35183.0,,0,DEVELOPMENT,Greater Monument Butte
Ute Tribal 4-18-3-3WH,43013513220000,"Ovintiv USA, Inc.",105162,NORTH MYTON BENCH        ,5502.0,,,351,N,949,W,4453246.0,561977.0,40.227352,-110.271513,NWNW,18,3.0,S,3.0,W,U,DUCHESNE,Y,N,N,No,2014-08-30 00:00:00.000,1420H626388,INDIAN,FEE,,S,OW,73464.0,55336.0,259955.0,,0,WILDCAT,
Ute Tribal 4-2-3-4WH,43013518840000,"Ovintiv USA, Inc.",105162,ALTAMONT                 ,5801.0,,,871,N,595,W,4456214.0,558598.0,40.254333,-110.310956,NWNW,2,3.0,S,4.0,W,U,DUCHESNE,Y,N,N,No,,14-20-H62-6475,INDIAN,FEE,,LA,OW,,,,,0,DEVELOPMENT,
Lowe 4-28-3-2WH,43013518740000,"Ovintiv USA, Inc.",105162,NORTH MYTON BENCH        ,5137.0,,,401,S,1524,W,4450440.0,575068.0,40.201003,-110.117983,SESW,21,3.0,S,2.0,W,U,DUCHESNE,Y,N,N,No,,14-20-H62-6269,INDIAN,INDIAN,,LA,OW,,,,UTE,0,WILDCAT,
Ashley Fed 6-22-9-15,43013328570000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,6424.0,,,1949,N,1157,W,4430080.0,566462.0,40.018311,-110.221185,SENW,22,9.0,S,15.0,E,S,DUCHESNE,N,Y,N,No,,UTU-68548,FEDERAL,FEDERAL,,I,WI,10217.0,113252.0,22914.0,,0,DEVELOPMENT,Greater Monument Butte
Ashley Fed 8-22-9-15,43013328580000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,6447.0,,,1813,N,720,E,4430128.0,567296.0,40.018677,-110.211408,SENE,22,9.0,S,15.0,E,S,DUCHESNE,N,Y,N,No,,UTU-68548,FEDERAL,FEDERAL,,I,WI,11820.0,34516.0,57431.0,,0,DEVELOPMENT,Greater Monument Butte
Federal 15-9-9-16,43013330540000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5788.0,,,731,S,1804,E,4432573.0,574957.0,40.040058,-110.121361,SWSE,9,9.0,S,16.0,E,S,DUCHESNE,N,Y,N,No,,UTU-79831,FEDERAL,FEDERAL,,I,WI,32449.0,72868.0,2895.0,,0,DEVELOPMENT,Greater Monument Butte
Federal 3-24-9-16,43013330840000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5605.0,,,722,N,2063,W,4430575.0,579375.0,40.021654,-110.069825,NENW,24,9.0,S,16.0,E,S,DUCHESNE,N,Y,N,No,,UTU-15855,FEDERAL,FEDERAL,,I,WI,17720.0,24460.0,12196.0,,0,DEVELOPMENT,Greater Monument Butte
Federal 8-24-9-16,43013330860000,"Ovintiv USA, Inc.",105162,MONUMENT BUTTE,5603.0,,,2148,N,763,E,4430141.0,580130.0,40.017673,-110.061032,SENE,24,9.0,S,16.0,E,S,DUCHESNE,N,Y,N,No,,UTU-15855,FEDERAL,FEDERAL,,A,WI,5775.0,14306.0,21401.0,,0,DEVELOPMENT,Greater Monument Butte
